"","VIN..1.10.","County","City","State","Postal.Code","Model.Year","Make","Model","Electric.Vehicle.Type","Clean.Alternative.Fuel.Vehicle..CAFV..Eligibility","Electric.Range","Base.MSRP","Legislative.District","DOL.Vehicle.ID","Vehicle.Location","Electric.Utility","X2020.Census.Tract"
"3128","KNDJP3AE3J","Thurston","Olympia","WA",98503,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,2,135658435,"POINT (-122.80665 47.019564)","PUGET SOUND ENERGY INC",53067011628
"3129","5YJSA1DN1C","Pierce","Roy","WA",98580,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,2,4382241,"POINT (-122.4811259 46.9525103)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053073005
"3130","5YJSA1S18E","Snohomish","Brier","WA",98036,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,188087161,"POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC",53061051914
"3131","5YJSA1DN0D","Snohomish","Bothell","WA",98012,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,44,207168216,"POINT (-122.206146 47.839957)","PUGET SOUND ENERGY INC",53061052006
"3132","KNDJX3AE5G","King","Bellevue","WA",98006,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,41,157758142,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024800
"3133","KNDJX3AEXG","Pierce","Orting","WA",98360,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,2,134480,"POINT (-122.197791 47.0948565)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053070403
"3134","5YJSA1DN3C","Lewis","Mossyrock","WA",98564,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,20,201294509,"POINT (-122.48446 46.52948)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY",53041971700
"3135","KNDJX3AE3H","Snohomish","Lynnwood","WA",98037,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,32,119615520,"POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC",53061051802
"3136","KNDJX3AE8H","Whatcom","Bellingham","WA",98225,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,42,289159839,"POINT (-122.48838 48.740767)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000502
"3137","KNDJX3AE9G","Whatcom","Everson","WA",98247,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,42,259275873,"POINT (-122.3616332 48.9071317)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073010702
"3138","WMZYU7C51K","King","Vashon","WA",98070,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,34,195661105,"POINT (-122.466938 47.429244)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033027701
"3139","WBAJA9C56J","Thurston","Olympia","WA",98513,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,22,145668274,"POINT (-122.7654699 46.9970624)","PUGET SOUND ENERGY INC",53067011623
"3140","WBAJB1C55J","Island","Langley","WA",98260,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,10,316294793,"POINT (-122.4401957 48.0192938)","PUGET SOUND ENERGY INC",53029971900
"3141","5YJSA1H11E","Franklin","Pasco","WA",99301,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,9,349850749,"POINT (-119.1429639 46.2546529)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY",53021020603
"3142","5YJSA1CN0D","Snohomish","Edmonds","WA",98026,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,350470550,"POINT (-122.338942 47.821454)","PUGET SOUND ENERGY INC",53061050101
"3143","5YJRE1A32A","King","Bellevue","WA",98006,2010,"TESLA","ROADSTER","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",245,110950,41,155709683,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025006
"3144","2C4RC1L72K","Pierce","Fife","WA",98424,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,25,347620948,"POINT (-122.3538141 47.2365279)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053940013
"3145","5YJSA1DP9D","Snohomish","Snohomish","WA",98296,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,477673906,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061052122
"3146","WBAJB1C5XJ","Snohomish","Bothell","WA",98012,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,1,183302808,"POINT (-122.206146 47.839957)","PUGET SOUND ENERGY INC",53061052010
"3147","KNDJP3AEXG","Snohomish","Lynnwood","WA",98037,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,21,209171889,"POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC",53061051928
"3148","KNDJX3AE1G","King","Woodinville","WA",98072,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,45,298230096,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032326
"3149","5YJSA1CP6D","Snohomish","Everett","WA",98203,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,38,478409753,"POINT (-122.225874 47.945309)","PUGET SOUND ENERGY INC",53061041303
"3150","5YJSA1CP9D","Snohomish","Lynnwood","WA",98037,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,32,115499226,"POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC",53061051802
"3151","WBA8E1C5XJ","Snohomish","Lake Stevens","WA",98258,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,44,477183570,"POINT (-122.0816912 48.0122934)","PUGET SOUND ENERGY INC",53061052604
"3152","YV4BR0PL0J","Chelan","Leavenworth","WA",98826,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,12,338189652,"POINT (-120.6860209 47.7095564)","PUD NO 1 OF CHELAN COUNTY",53007960203
"3153","KNDJX3AE9H","Pierce","Bonney Lake","WA",98391,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,31,237735536,"POINT (-122.1580794 47.1747959)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053070311
"3154","WBA7J2C57J","King","Renton","WA",98059,2018,"BMW","740E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,90700,5,187581215,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031904
"3155","YV4BR0PL4J","Benton","Richland","WA",99354,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,8,284264235,"POINT (-119.2905959 46.3041837)","BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)",53005010201
"3156","KNDJP3AE9H","King","Renton","WA",98056,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,11,197116321,"POINT (-122.1819876 47.5098889)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025401
"3157","JF2GTDNC0K","King","Woodinville","WA",98072,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,45,251713045,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032307
"3158","5YJSA1DP5D","King","Duvall","WA",98019,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,145062697,"POINT (-121.956372 47.735604)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032402
"3159","5YJSA1S19E","King","Woodinville","WA",98072,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,227167608,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032311
"3160","5YJSA1CN8D","Pierce","Gig Harbor","WA",98332,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,26,243933105,"POINT (-122.5966931 47.3616785)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072509
"3161","WBAJA9C51K","Snohomish","Snohomish","WA",98296,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,1,195763893,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061052114
"3162","1W9WL21B6A","Pierce","Tacoma","WA",98406,2010,"WHEEGO ELECTRIC CARS","WHEEGO","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",100,32995,28,143716758,"POINT (-122.498503 47.262687)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053060907
"3163","JF2GTDNC5K","Whatcom","Bellingham","WA",98226,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,40,216795855,"POINT (-122.49756 48.7999)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000804
"3164","5YJSA1DN4D","Spokane","Spokane","WA",99205,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,3,140765544,"POINT (-117.4404568 47.6966013)","MODERN ELECTRIC WATER COMPANY",53063001900
"3165","KNDJX3AE8H","Pacific","Long Beach","WA",98634,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,19,106442773,"","BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY",53049950501
"3166","WBA8E1C51H","King","Auburn","WA",98001,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,30,320061430,"POINT (-122.2651204 47.3164638)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030404
"3167","5YJSA1H18E","Whatcom","Lynden","WA",98264,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,42,137393364,"POINT (-122.4537492 48.9425893)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073010701
"3168","5YJSA1H1XE","Clark","Vancouver","WA",98662,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,17,262696598,"POINT (-122.579351 45.671668)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040709
"3169","5YJSA1CP3D","Clark","Vancouver","WA",98684,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,17,176595107,"POINT (-122.5241377 45.6278995)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041317
"3170","LYVBR0DM2K","King","Vashon","WA",98070,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,34,262526855,"POINT (-122.466938 47.429244)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033027701
"3171","5YJSA1S1XE","Snohomish","Bothell","WA",98021,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,333002127,"POINT (-122.2107298 47.7977268)","PUGET SOUND ENERGY INC",53061051937
"3172","YV4BR0DK0J","Pierce","Dupont","WA",98327,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,28,267036773,"POINT (-122.6415631 47.0981044)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053072802
"3173","2C4RC1N74K","King","Renton","WA",98059,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,5,106112723,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031904
"3174","5YJSA1CN5D","King","Bellevue","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,244683295,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023806
"3175","WBA8E1C54H","King","Bothell","WA",98011,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,1,256615488,"POINT (-122.201408 47.754528)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033021804
"3176","KNDJP3AE8G","Snohomish","Lynnwood","WA",98036,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,32,303448575,"POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC",53061051702
"3177","2C4RC1N79K","King","Seattle","WA",98106,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,34,475028900,"POINT (-122.3570816 47.5337116)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011300
"3178","5YJSA1DP8D","Pierce","Lake Tapps","WA",98391,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,31,109753514,"POINT (-122.1580794 47.1747959)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053070307
"3179","KNDJP3AE9H","Whatcom","Bellingham","WA",98229,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,40,349537751,"POINT (-122.442974 48.729016)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000803
"3180","5YJSA1DN9D","King","Burien","WA",98146,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,34,1749009,"POINT (-122.3551826 47.5000521)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033026802
"3181","5YJSA1H10E","King","Carnation","WA",98014,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,212504400,"POINT (-121.921987 47.65881)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032500
"3182","LYVBR0DM4K","Chelan","Leavenworth","WA",98826,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,12,113028975,"POINT (-120.6860209 47.7095564)","PUD NO 1 OF CHELAN COUNTY",53007960201
"3183","WBA8E1C54J","Pierce","Gig Harbor","WA",98335,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,26,251007431,"POINT (-122.6046494 47.3087246)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072406
"3184","5YJSA1CG5D","Whatcom","Ferndale","WA",98248,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,42,136978467,"POINT (-122.6079697 48.8545942)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073010504
"3185","2C4RC1N7XK","Pierce","Tacoma","WA",98445,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,25,261889736,"POINT (-122.411254 47.140637)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053071601
"3186","WBA8E1C56J","Clark","Brush Prairie","WA",98606,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,18,247766144,"POINT (-122.4767202 45.7381698)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040505
"3187","2C4RC1N73K","Whatcom","Ferndale","WA",98248,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,42,477495490,"POINT (-122.6079697 48.8545942)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073010503
"3188","KNDJX3AE5G","San Juan","Eastsound","WA",98245,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,40,349657647,"POINT (-122.9129975 48.6692106)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP",53055960101
"3189","5YJSA1CN8D","Island","Camano Island","WA",98282,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,10,165142379,"POINT (-122.4842001 48.2013985)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY",53029971700
"3190","5YJSA1AG6D","Kitsap","Bremerton","WA",98312,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,35,475229583,"POINT (-122.6961203 47.5759584)","PUGET SOUND ENERGY INC",53035091400
"3191","5YJSA1AG7D","Clallam","Port Angeles","WA",98362,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,24,120726770,"POINT (-123.4031294 48.1009483)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY",53009001600
"3192","5YJSA1CP2D","Snohomish","Marysville","WA",98270,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,38,212546960,"POINT (-122.1515174 48.0650751)","PUGET SOUND ENERGY INC",53061052809
"3193","5YJSA1H16E","Snohomish","Lynnwood","WA",98087,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,322329500,"POINT (-122.27336 47.861417)","PUGET SOUND ENERGY INC",53061041816
"3194","WMZYU7C45J","Spokane","Spokane","WA",99202,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,3,175477662,"POINT (-117.38497 47.657214)","MODERN ELECTRIC WATER COMPANY",53063003100
"3195","5YJSA1H15E","Pierce","Puyallup","WA",98371,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,25,348547076,"POINT (-122.3119354 47.1990211)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053073404
"3196","KNDJX3AEXG","Snohomish","Everett","WA",98208,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,44,249235430,"POINT (-122.2032349 47.8956271)","PUGET SOUND ENERGY INC",53061041605
"3197","2C4RC1N73K","King","Redmond","WA",98052,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,48,201968049,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022803
"3198","WMZYU7C5XK","King","Black Diamond","WA",98092,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,47,217671499,"POINT (-122.1550193 47.2884536)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031603
"3199","KNDJX3AE5G","King","Woodinville","WA",98072,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,45,260751130,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032311
"3200","5YJSA1S1XE","King","Bellevue","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,104761296,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023807
"3201","KNDJP3AE4H","Benton","Kennewick","WA",99338,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,16,167268034,"POINT (-119.260882 46.194303)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY",53005010810
"3202","YV4BR0PL9J","King","Duvall","WA",98019,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,5,310265476,"POINT (-121.956372 47.735604)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032401
"3203","5YJSA1AG9D","King","Sammamish","WA",98074,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,215795177,"POINT (-122.0430602 47.6259676)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032215
"3204","2C4RC1N76K","Whatcom","Bellingham","WA",98225,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,42,253772235,"POINT (-122.48838 48.740767)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000402
"3205","KNDJX3AE7G","San Juan","Eastsound","WA",98245,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,40,109864688,"POINT (-122.9129975 48.6692106)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP",53055960103
"3206","KNDJX3AE2G","Pierce","University Place","WA",98466,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,28,181235078,"POINT (-122.538546 47.2298959)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072311
"3207","KNDJX3AE4H","Spokane","Spokane","WA",99203,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,6,100594651,"POINT (-117.402924 47.63041)","MODERN ELECTRIC WATER COMPANY",53063004300
"3208","5YJSA1H22E","King","Woodinville","WA",98072,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,272332476,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032311
"3209","WBA7J2C54J","King","Kent","WA",98031,2018,"BMW","740E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,90700,47,144448188,"POINT (-122.201564 47.402358)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033029602
"3210","5YJSA1H26E","Grays Harbor","Aberdeen","WA",98520,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,24,256185226,"POINT (-123.807422 46.978243)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY",53027000300
"3211","5YJSA1CN5D","King","Seattle","WA",98101,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,43,147510506,"POINT (-122.3340795 47.6099315)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033008101
"3212","5YJSA1CG8D","Chelan","Leavenworth","WA",98826,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,12,204678806,"POINT (-120.6860209 47.7095564)","PUD NO 1 OF CHELAN COUNTY",53007960203
"3213","KNDJX3AE3G","Pierce","South Hill","WA",98374,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,25,9028197,"POINT (-122.2697305 47.1355186)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053073123
"3214","WBA8E1C32H","Pierce","Graham","WA",98338,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,2,348956639,"POINT (-122.2894997 47.0293015)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073117
"3215","KNDJX3AE2H","San Juan","Eastsound","WA",98245,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,40,148419330,"POINT (-122.9129975 48.6692106)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP",53055960103
"3216","KNDJP3AE9G","Snohomish","Everett","WA",98208,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,21,189183592,"POINT (-122.2032349 47.8956271)","PUGET SOUND ENERGY INC",53061041606
"3217","WMZYU7C59K","Spokane","Spokane","WA",99203,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,6,475013661,"POINT (-117.402924 47.63041)","MODERN ELECTRIC WATER COMPANY",53063004702
"3218","5YJSA1DP2D","King","Redmond","WA",98053,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,261432321,"POINT (-122.030684 47.669552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032332
"3219","WBA8E1C37H","Island","Camano Island","WA",98282,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,10,217306113,"POINT (-122.4842001 48.2013985)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY",53029971400
